Module	OID	Simple MIB	Full MIB	Type
SNMPv2-MIB	.1.3.6.1.2.1.1.1.0	SNMPv2-MIB::sysDescr.0	.iso.org.dod.internet.mgmt.mib-2.system.sysDescr.0	String
SNMPv2-MIB	.1.3.6.1.2.1.1.2.0	SNMPv2-MIB::sysObjectID.0	.iso.org.dod.internet.mgmt.mib-2.system.sysObjectID.0	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.4.0	SNMPv2-MIB::sysContact.0	.iso.org.dod.internet.mgmt.mib-2.system.sysContact.0	String
SNMPv2-MIB	.1.3.6.1.2.1.1.5.0	SNMPv2-MIB::sysName.0	.iso.org.dod.internet.mgmt.mib-2.system.sysName.0	String
SNMPv2-MIB	.1.3.6.1.2.1.1.6.0	SNMPv2-MIB::sysLocation.0	.iso.org.dod.internet.mgmt.mib-2.system.sysLocation.0	String
SNMPv2-MIB	.1.3.6.1.2.1.1.7.0	SNMPv2-MIB::sysServices.0	.iso.org.dod.internet.mgmt.mib-2.system.sysServices.0	Integer
SNMPv2-MIB	.1.3.6.1.2.1.1.8.0	SNMPv2-MIB::sysORLastChange.0	.iso.org.dod.internet.mgmt.mib-2.system.sysORLastChange.0	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.1	SNMPv2-MIB::sysORID.1	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.1	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.2	SNMPv2-MIB::sysORID.2	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.2	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.3	SNMPv2-MIB::sysORID.3	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.3	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.4	SNMPv2-MIB::sysORID.4	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.4	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.5	SNMPv2-MIB::sysORID.5	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.5	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.6	SNMPv2-MIB::sysORID.6	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.6	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.7	SNMPv2-MIB::sysORID.7	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.7	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.8	SNMPv2-MIB::sysORID.8	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.8	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.9	SNMPv2-MIB::sysORID.9	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.9	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.2.10	SNMPv2-MIB::sysORID.10	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORID.10	OID
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.1	SNMPv2-MIB::sysORDescr.1	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.1	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.2	SNMPv2-MIB::sysORDescr.2	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.2	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.3	SNMPv2-MIB::sysORDescr.3	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.3	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.4	SNMPv2-MIB::sysORDescr.4	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.4	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.5	SNMPv2-MIB::sysORDescr.5	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.5	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.6	SNMPv2-MIB::sysORDescr.6	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.6	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.7	SNMPv2-MIB::sysORDescr.7	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.7	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.8	SNMPv2-MIB::sysORDescr.8	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.8	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.9	SNMPv2-MIB::sysORDescr.9	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.9	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.3.10	SNMPv2-MIB::sysORDescr.10	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORDescr.10	String
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.1	SNMPv2-MIB::sysORUpTime.1	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.1	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.2	SNMPv2-MIB::sysORUpTime.2	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.2	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.3	SNMPv2-MIB::sysORUpTime.3	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.3	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.4	SNMPv2-MIB::sysORUpTime.4	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.4	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.5	SNMPv2-MIB::sysORUpTime.5	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.5	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.6	SNMPv2-MIB::sysORUpTime.6	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.6	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.7	SNMPv2-MIB::sysORUpTime.7	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.7	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.8	SNMPv2-MIB::sysORUpTime.8	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.8	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.9	SNMPv2-MIB::sysORUpTime.9	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.9	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.1.9.1.4.10	SNMPv2-MIB::sysORUpTime.10	.iso.org.dod.internet.mgmt.mib-2.system.sysORTable.sysOREntry.sysORUpTime.10	TimeTicks
SNMPv2-MIB	.1.3.6.1.2.1.11.1.0	SNMPv2-MIB::snmpInPkts.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInPkts.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.2.0	SNMPv2-MIB::snmpOutPkts.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutPkts.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.3.0	SNMPv2-MIB::snmpInBadVersions.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInBadVersions.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.4.0	SNMPv2-MIB::snmpInBadCommunityNames.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInBadCommunityNames.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.5.0	SNMPv2-MIB::snmpInBadCommunityUses.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInBadCommunityUses.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.6.0	SNMPv2-MIB::snmpInASNParseErrs.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInASNParseErrs.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.8.0	SNMPv2-MIB::snmpInTooBigs.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInTooBigs.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.9.0	SNMPv2-MIB::snmpInNoSuchNames.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInNoSuchNames.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.10.0	SNMPv2-MIB::snmpInBadValues.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInBadValues.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.11.0	SNMPv2-MIB::snmpInReadOnlys.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInReadOnlys.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.12.0	SNMPv2-MIB::snmpInGenErrs.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInGenErrs.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.13.0	SNMPv2-MIB::snmpInTotalReqVars.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInTotalReqVars.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.14.0	SNMPv2-MIB::snmpInTotalSetVars.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInTotalSetVars.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.15.0	SNMPv2-MIB::snmpInGetRequests.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInGetRequests.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.16.0	SNMPv2-MIB::snmpInGetNexts.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInGetNexts.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.17.0	SNMPv2-MIB::snmpInSetRequests.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInSetRequests.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.18.0	SNMPv2-MIB::snmpInGetResponses.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInGetResponses.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.19.0	SNMPv2-MIB::snmpInTraps.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpInTraps.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.20.0	SNMPv2-MIB::snmpOutTooBigs.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutTooBigs.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.21.0	SNMPv2-MIB::snmpOutNoSuchNames.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutNoSuchNames.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.22.0	SNMPv2-MIB::snmpOutBadValues.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutBadValues.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.24.0	SNMPv2-MIB::snmpOutGenErrs.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutGenErrs.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.25.0	SNMPv2-MIB::snmpOutGetRequests.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutGetRequests.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.26.0	SNMPv2-MIB::snmpOutGetNexts.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutGetNexts.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.27.0	SNMPv2-MIB::snmpOutSetRequests.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutSetRequests.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.28.0	SNMPv2-MIB::snmpOutGetResponses.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutGetResponses.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.29.0	SNMPv2-MIB::snmpOutTraps.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpOutTraps.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.30.0	SNMPv2-MIB::snmpEnableAuthenTraps.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpEnableAuthenTraps.0	Integer
SNMPv2-MIB	.1.3.6.1.2.1.11.31.0	SNMPv2-MIB::snmpSilentDrops.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpSilentDrops.0	Counter32
SNMPv2-MIB	.1.3.6.1.2.1.11.32.0	SNMPv2-MIB::snmpProxyDrops.0	.iso.org.dod.internet.mgmt.mib-2.snmp.snmpProxyDrops.0	Counter32
DISMAN-EVENT-MIB	.1.3.6.1.2.1.1.3.0	DISMAN-EVENT-MIB::sysUpTimeInstance	.iso.org.dod.internet.mgmt.mib-2.system.sysUpTime.sysUpTimeInstance	TimeTicks
IF-MIB	.1.3.6.1.2.1.2.1.0	IF-MIB::ifNumber.0	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifNumber.0	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.1	IF-MIB::ifIndex.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.1	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.2	IF-MIB::ifIndex.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.2	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.3	IF-MIB::ifIndex.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.3	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.4	IF-MIB::ifIndex.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.4	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.5	IF-MIB::ifIndex.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.5	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.6	IF-MIB::ifIndex.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.6	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.7	IF-MIB::ifIndex.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.7	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.8	IF-MIB::ifIndex.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.8	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.9	IF-MIB::ifIndex.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.9	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.10	IF-MIB::ifIndex.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.10	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.11	IF-MIB::ifIndex.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.11	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.12	IF-MIB::ifIndex.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.12	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.13	IF-MIB::ifIndex.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.13	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.14	IF-MIB::ifIndex.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.14	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.15	IF-MIB::ifIndex.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.15	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.16	IF-MIB::ifIndex.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.16	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.17	IF-MIB::ifIndex.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.17	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.18	IF-MIB::ifIndex.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.18	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.1.19	IF-MIB::ifIndex.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifIndex.19	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.2.1	IF-MIB::ifDescr.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.1	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.2	IF-MIB::ifDescr.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.2	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.3	IF-MIB::ifDescr.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.3	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.4	IF-MIB::ifDescr.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.4	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.5	IF-MIB::ifDescr.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.5	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.6	IF-MIB::ifDescr.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.6	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.7	IF-MIB::ifDescr.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.7	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.8	IF-MIB::ifDescr.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.8	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.9	IF-MIB::ifDescr.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.9	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.10	IF-MIB::ifDescr.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.10	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.11	IF-MIB::ifDescr.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.11	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.12	IF-MIB::ifDescr.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.12	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.13	IF-MIB::ifDescr.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.13	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.14	IF-MIB::ifDescr.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.14	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.15	IF-MIB::ifDescr.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.15	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.16	IF-MIB::ifDescr.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.16	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.17	IF-MIB::ifDescr.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.17	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.18	IF-MIB::ifDescr.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.18	String
IF-MIB	.1.3.6.1.2.1.2.2.1.2.19	IF-MIB::ifDescr.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifDescr.19	String
IF-MIB	.1.3.6.1.2.1.2.2.1.3.1	IF-MIB::ifType.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.1	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.2	IF-MIB::ifType.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.2	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.3	IF-MIB::ifType.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.3	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.4	IF-MIB::ifType.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.4	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.5	IF-MIB::ifType.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.5	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.6	IF-MIB::ifType.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.6	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.7	IF-MIB::ifType.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.7	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.8	IF-MIB::ifType.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.8	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.9	IF-MIB::ifType.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.9	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.10	IF-MIB::ifType.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.10	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.11	IF-MIB::ifType.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.11	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.12	IF-MIB::ifType.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.12	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.13	IF-MIB::ifType.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.13	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.14	IF-MIB::ifType.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.14	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.15	IF-MIB::ifType.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.15	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.16	IF-MIB::ifType.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.16	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.17	IF-MIB::ifType.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.17	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.18	IF-MIB::ifType.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.18	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.3.19	IF-MIB::ifType.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifType.19	Integer
IF-MIB	.1.3.6.1.2.1.2.2.1.4.1	IF-MIB::ifMtu.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.1	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.2	IF-MIB::ifMtu.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.2	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.3	IF-MIB::ifMtu.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.3	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.4	IF-MIB::ifMtu.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.4	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.5	IF-MIB::ifMtu.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.5	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.6	IF-MIB::ifMtu.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.6	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.7	IF-MIB::ifMtu.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.7	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.8	IF-MIB::ifMtu.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.8	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.9	IF-MIB::ifMtu.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.9	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.10	IF-MIB::ifMtu.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.10	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.11	IF-MIB::ifMtu.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.11	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.12	IF-MIB::ifMtu.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.12	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.13	IF-MIB::ifMtu.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.13	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.14	IF-MIB::ifMtu.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.14	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.15	IF-MIB::ifMtu.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.15	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.16	IF-MIB::ifMtu.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.16	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.17	IF-MIB::ifMtu.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.17	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.18	IF-MIB::ifMtu.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.18	Integer32
IF-MIB	.1.3.6.1.2.1.2.2.1.4.19	IF-MIB::ifMtu.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifMtu.19	Integer32
